epoch,accuracy,loss,val_accuracy,val_loss
0,0.41581159830093384,0.4127887189388275,0.4344189763069153,0.40927499532699585
1,0.41588979959487915,0.41059085726737976,0.4346793591976166,0.4059350788593292
2,0.41604459285736084,0.4092576503753662,0.4347623288631439,0.40767163038253784
3,0.41605159640312195,0.40866848826408386,0.43477559089660645,0.40388330817222595
4,0.41612768173217773,0.4074302315711975,0.4348164498806,0.4052165746688843
5,0.41611748933792114,0.40700146555900574,0.43439817428588867,0.41010984778404236
6,0.41603443026542664,0.4080374538898468,0.43467557430267334,0.4102363884449005
7,0.41612157225608826,0.4077942669391632,0.4347085952758789,0.40443333983421326
8,0.4161243438720703,0.40705856680870056,0.434612900018692,0.4059925377368927
9,0.41613826155662537,0.4063369333744049,0.43479591608047485,0.41053470969200134
10,0.41617250442504883,0.4057362377643585,0.4347350001335144,0.40861132740974426
11,0.4161719083786011,0.4056290090084076,0.43474194407463074,0.4087441563606262
12,0.4161182641983032,0.4067285656929016,0.43444952368736267,0.4114992618560791
13,0.4161561131477356,0.4057074785232544,0.4343689978122711,0.40434157848358154
14,0.41616615653038025,0.40547943115234375,0.43453672528266907,0.4114414155483246
15,0.416177898645401,0.40593937039375305,0.4344705045223236,0.40761885046958923
16,0.4160354435443878,0.4082028865814209,0.4345703423023224,0.40594926476478577
17,0.4154520034790039,0.41166460514068604,0.43265044689178467,0.40946465730667114
18,0.41596120595932007,0.40756601095199585,0.4344998896121979,0.40855398774147034
19,0.41588640213012695,0.4077029824256897,0.43427956104278564,0.4164526164531708
20,0.41610845923423767,0.40659597516059875,0.4346083998680115,0.41447126865386963
21,0.4161699414253235,0.4056587815284729,0.43471622467041016,0.41537395119667053
22,0.4161500036716461,0.4053499698638916,0.4346890449523926,0.414190411567688
23,0.4161946475505829,0.4048019349575043,0.4346553087234497,0.4134244918823242
24,0.4162065088748932,0.40452006459236145,0.43464645743370056,0.41268712282180786
25,0.4162130057811737,0.40436357259750366,0.43468940258026123,0.4133025109767914
26,0.41620102524757385,0.4043548107147217,0.43467843532562256,0.4139735996723175
27,0.416176974773407,0.4051377773284912,0.43463823199272156,0.41235679388046265
28,0.416206032037735,0.40452834963798523,0.43465402722358704,0.4086220860481262
29,0.4162021279335022,0.40450793504714966,0.4346584677696228,0.41263920068740845
30,0.41620704531669617,0.40444496273994446,0.43467289209365845,0.4143674075603485
31,0.41620704531669617,0.40451276302337646,0.43466413021087646,0.4123711884021759
32,0.41614165902137756,0.40476876497268677,0.43407347798347473,0.41423723101615906
33,0.4151037335395813,0.4110151529312134,0.4334913492202759,0.4138704240322113
34,0.4144686162471771,0.41642406582832336,0.43404754996299744,0.4118724465370178
35,0.41581961512565613,0.40915173292160034,0.43467068672180176,0.41096630692481995
36,0.4159846007823944,0.40681830048561096,0.43465694785118103,0.41219237446784973
37,0.41611483693122864,0.4055024981498718,0.4346935749053955,0.41058650612831116
38,0.4161686301231384,0.40474650263786316,0.4347141683101654,0.40965837240219116
39,0.4161682426929474,0.40449658036231995,0.4345817565917969,0.4141702651977539
40,0.4161820113658905,0.40442392230033875,0.4346645474433899,0.4135057032108307
41,0.4162094295024872,0.4040813446044922,0.43473345041275024,0.4109290540218353
42,0.41621026396751404,0.40394720435142517,0.4347377419471741,0.41340652108192444
43,0.41621798276901245,0.40392228960990906,0.43473225831985474,0.4103521406650543
44,0.4162135124206543,0.4039957821369171,0.43471574783325195,0.4148200452327728
45,0.41622427105903625,0.4038499593734741,0.4347407817840576,0.4151396155357361
46,0.4162176847457886,0.4039096534252167,0.4346283972263336,0.41556432843208313
47,0.4161616563796997,0.40506070852279663,0.4344678223133087,0.4157198667526245
48,0.4161636233329773,0.40509819984436035,0.4346630573272705,0.4106485843658447
49,0.41621437668800354,0.4043596088886261,0.4346880614757538,0.411156564950943
50,0.41621774435043335,0.4041885435581207,0.43457546830177307,0.4102695882320404
51,0.41619670391082764,0.4047895669937134,0.4345669150352478,0.413374662399292
52,0.41614627838134766,0.4050584137439728,0.4343293607234955,0.41782665252685547
53,0.414650559425354,0.4198353886604309,0.4340188801288605,0.41495585441589355
54,0.41533157229423523,0.4134068489074707,0.43466120958328247,0.4099811911582947
55,0.4158950448036194,0.4080909788608551,0.43467506766319275,0.4103112816810608
56,0.4160352349281311,0.40636056661605835,0.43451419472694397,0.4109440743923187
57,0.4159891605377197,0.40681761503219604,0.43460530042648315,0.4149116575717926
58,0.41615790128707886,0.405367910861969,0.43459025025367737,0.4145795702934265
59,0.41619157791137695,0.4044114351272583,0.4346541464328766,0.4137745201587677
60,0.41620510816574097,0.4041483998298645,0.43465566635131836,0.4166038930416107
61,0.4162173271179199,0.40389135479927063,0.43468305468559265,0.4173680245876312
62,0.41622164845466614,0.40388786792755127,0.434704452753067,0.4136959910392761
63,0.41622069478034973,0.40400245785713196,0.434684693813324,0.4154301583766937
64,0.4162251651287079,0.4037613868713379,0.43473005294799805,0.4142007827758789
